distCode,distName,officeCode,officeName,shopNo,address,month,year,rcsAfsc,rcsFsc,rcsAap,totalRcs,unitsAfsc,unitsFsc,unitsAap,totalUnits,requirmentAfscQty,requirmentFscQty,requirmentAapcQty,totalReqQty,obAfscQty,obFscQty,obAapcQty,totalObQty,tobeAlloctedAfscQty,tobeAlloctedFscQty,tobeAlloctedAapcQty,totalTobeAllocatedQty,partialAllocatedPercentage,partialAllocatedAfscQty,partialAllocatedFscQty,partialAllocatedAapcQty,totalPartialAllocatedQty,finalAllocatedPercentage,finalAllocatedAfscQty,finalAllocatedFscQty,finalAllocatedAapcQty,totalFinalAllocatedQty
936,Rajanna Siricilla,936009,THANGALLAPALLY,3909030,"EPPA @ GATTU UMADEVI D/O LINGAREDDY  H.NO.1-54, DESHAIPALLI THANGALLAPALLI",6,2025,12,227,0,239,30,708,0,738,1260,12744,0,14004,35,282,0,317,1225,12462,0,13687,0,0,0,0,0,100.0,1225,12462,0,13687
936,Rajanna Siricilla,936009,THANGALLAPALLY,3909031,M.Mamatha  Indhiranagar,6,2025,14,266,1,281,28,782,1,811,1470,14076,30,15576,105,510,0,615,1365,13566,30,14961,0,0,0,0,0,100.0,1365,13566,30,14961
936,Rajanna Siricilla,936009,THANGALLAPALLY,3909032,"ANIMITLA BHANU CHANDER  H.NO.1-71/1, BALAMALLUPALLI, THANGALLAPALLI",6,2025,2,145,2,149,6,424,2,432,210,7632,60,7902,0,186,10,196,210,7446,50,7706,0,0,0,0,0,100.0,210,7446,50,7706
936,Rajanna Siricilla,936009,THANGALLAPALLY,3909033,"ALIPIRI @ ALOORI AMALA W/O PRASHANTH REDDY  H.NO.4-63, PAPAIPALLI THANGALLAPALLI",6,2025,7,131,0,138,18,366,0,384,735,6588,0,7323,70,144,0,214,665,6444,0,7109,0,0,0,0,0,100.0,665,6444,0,7109
936,Rajanna Siricilla,936009,THANGALLAPALLY,3909034,"POREDDY @ BEEREDDY SAMATHA W/O SANTHOSH REDDY  H.NO.1-93, CHEERLAVANCHA THANGALLAPALLI",6,2025,6,89,0,95,13,237,0,250,630,4266,0,4896,0,276,0,276,630,3990,0,4620,0,0,0,0,0,100.0,630,3990,0,4620
936,Rajanna Siricilla,936009,THANGALLAPALLY,3909035,Naluvala Ravindar Reddy  CHEERLAVANCHA,6,2025,65,676,0,741,159,1897,0,2056,6825,34146,0,40971,350,2508,0,2858,6475,31638,0,38113,0,0,0,0,0,100.0,6475,31638,0,38113
936,Rajanna Siricilla,936009,THANGALLAPALLY,3909036,"KOMPELLI NEEVEDITHA D/O JANAKIRAM  H.NO.1-360, INDIRAMMA COLONY THANGALLAPALLI",6,2025,210,353,2,565,522,1136,2,1660,22050,20448,60,42558,245,465,0,710,21805,19983,60,41848,0,0,0,0,0,100.0,21805,19983,60,41848
936,Rajanna Siricilla,936009,THANGALLAPALLY,3909037,"GANGULA @ DYAGA SWAPNA W/O PARSHARAMULU  H.NO.1-25, NARSIMHULAPALLI THANGALLAPALLI",6,2025,11,128,0,139,32,381,0,413,1155,6858,0,8013,35,0,0,35,1120,6858,0,7978,0,0,0,0,0,100.0,1120,6858,0,7978
936,Rajanna Siricilla,936010,VEERNAPALLY,3910001,Bommana Laxmi  H.No.2-39 Kancharla (V),6,2025,15,365,0,380,45,1107,0,1152,1575,19926,0,21501,0,690,0,690,1575,19236,0,20811,0,0,0,0,0,100.0,1575,19236,0,20811
936,Rajanna Siricilla,936010,VEERNAPALLY,3910002,Bhukya Mohanlal  H.No.3-15 Garjanapalli (V),6,2025,27,311,0,338,79,1001,0,1080,2835,18018,0,20853,175,1524,0,1699,2660,16494,0,19154,0,0,0,0,0,100.0,2660,16494,0,19154
936,Rajanna Siricilla,936010,VEERNAPALLY,3910003,Bhukya Suguna Bikya  H.No.2-20 Vanpalli (V),6,2025,32,459,0,491,97,1491,0,1588,3360,26838,0,30198,0,942,0,942,3360,25896,0,29256,0,0,0,0,0,100.0,3360,25896,0,29256
936,Rajanna Siricilla,936010,VEERNAPALLY,3910004,Bhukya Hamsa Reddy  H.No.2-16/3 Adavi Padira,6,2025,25,440,0,465,85,1368,0,1453,2625,24624,0,27249,245,1896,0,2141,2380,22728,0,25108,0,0,0,0,0,100.0,2380,22728,0,25108
936,Rajanna Siricilla,936010,VEERNAPALLY,3910005,Santi Joseph Standlin  Veernapalli(V),6,2025,53,723,0,776,149,2343,0,2492,5565,42174,0,47739,0,0,0,0,5565,42174,0,47739,0,0,0,0,0,100.0,5565,42174,0,47739
