distCode,distName,officeCode,officeName,shopNo,address,month,year,rcsAfsc,rcsFsc,rcsAap,totalRcs,unitsAfsc,unitsFsc,unitsAap,totalUnits,requirmentAfscQty,requirmentFscQty,requirmentAapcQty,totalReqQty,obAfscQty,obFscQty,obAapcQty,totalObQty,tobeAlloctedAfscQty,tobeAlloctedFscQty,tobeAlloctedAapcQty,totalTobeAllocatedQty,partialAllocatedPercentage,partialAllocatedAfscQty,partialAllocatedFscQty,partialAllocatedAapcQty,totalPartialAllocatedQty,finalAllocatedPercentage,finalAllocatedAfscQty,finalAllocatedFscQty,finalAllocatedAapcQty,totalFinalAllocatedQty
532,Adilabad,532001,Talamadugu,1901001,DR Depo TALAMADUGU  Talamadugu,6,2024,39,1069,0,1108,131,3259,0,3390,1365,19554,0,20919,0,2277,0,2277,1365,17277,0,18642,0,0,0,0,0,100.0,1365,17277,0,18642
532,Adilabad,532001,Talamadugu,1901002,Sunkari Ramesh  Sunkidi,6,2024,20,564,0,584,70,1807,0,1877,700,10842,0,11542,0,1008,0,1008,700,9834,0,10534,0,0,0,0,0,100.0,700,9834,0,10534
532,Adilabad,532001,Talamadugu,1901003,Sakipelli Gajanan  Umdam,6,2024,17,275,0,292,60,892,0,952,595,5352,0,5947,29,466,0,495,566,4886,0,5452,0,0,0,0,0,100.0,566,4886,0,5452
532,Adilabad,532001,Talamadugu,1901004,Rebbathi Rakesh  Lingi,6,2024,14,390,1,405,45,1302,1,1348,490,7812,10,8312,0,603,0,603,490,7209,10,7709,0,0,0,0,0,100.0,490,7209,10,7709
532,Adilabad,532001,Talamadugu,1901005,T Manohar  Kuchulapur,6,2024,156,814,0,970,528,2797,0,3325,5460,16782,0,22242,140,786,0,926,5320,15996,0,21316,0,0,0,0,0,100.0,5320,15996,0,21316
532,Adilabad,532001,Talamadugu,1901006,K Subash  Khodad,6,2024,40,490,0,530,122,1498,0,1620,1400,8988,0,10388,105,609,0,714,1295,8379,0,9674,0,0,0,0,0,100.0,1295,8379,0,9674
532,Adilabad,532001,Talamadugu,1901007,Bitla Swaroopa  Ruyyadi,6,2024,11,540,0,551,43,1628,0,1671,385,9768,0,10153,0,1074,0,1074,385,8694,0,9079,0,0,0,0,0,100.0,385,8694,0,9079
532,Adilabad,532001,Talamadugu,1901008,DR DEPO UMRI  Umri,6,2024,66,302,0,368,209,959,0,1168,2310,5754,0,8064,35,24,0,59,2275,5730,0,8005,0,0,0,0,0,100.0,2275,5730,0,8005
532,Adilabad,532001,Talamadugu,1901009,DR DEPO PALSI B  Palsi-B,6,2024,22,315,0,337,81,1159,0,1240,770,6954,0,7724,0,318,0,318,770,6636,0,7406,0,0,0,0,0,100.0,770,6636,0,7406
532,Adilabad,532001,Talamadugu,1901010,G Jyothi  Bharampur,6,2024,117,802,0,919,399,2727,0,3126,4095,16362,0,20457,0,330,0,330,4095,16032,0,20127,0,0,0,0,0,100.0,4095,16032,0,20127
532,Adilabad,532001,Talamadugu,1901011,Md Musa  Khajjarla,6,2024,9,590,1,600,28,1821,1,1850,315,10926,10,11251,64,1553,10,1627,251,9373,0,9624,0,0,0,0,0,100.0,251,9373,0,9624
532,Adilabad,532001,Talamadugu,1901012,Md Musa  Devapur,6,2024,28,835,0,863,72,2705,0,2777,980,16230,0,17210,25,252,0,277,955,15978,0,16933,0,0,0,0,0,100.0,955,15978,0,16933
