distCode,distName,officeCode,officeName,shopNo,address,longitude,latitude,fpsStatus,fpsType,dateTime
536,Hyderabad,536071,Malakpet-1,1671151,"JENIGALA PARVATHALU  17-1-33/A, OLD SANTOSH NAGAR",78.508016,17.348056,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671152,"Ramavath Govind Naik  17-1-244, SANTOSH NAGAR",78.502319,17.346716,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671154,"SYED AKBER  17-1-181/M/103, MADANNAPET",78.500652,17.353205,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671155,PIPPADAPALLY BALRAJ  17-2-305/1/A KURMAGUDA,78.499753,17.361696,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671156,S Jagan Mohan Rao  17-2-305/44/45 KURMAGUDA,78.499948,17.361730,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671157,"Gorantla Yadagiri  17-2-258/A/3, MADANNAPET",78.499723,17.359061,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671158,A PUSHPAVATHI  17-2-313 KURMAGUDA,78.501127,17.361009,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671160,SAYA RAJESHWARI  17-2-780/C/1 SAIDABAD MADANNAPET,78.500890,17.358868,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671161,GORIGE SANTOSH KUMAR  17-2-816 MADANNAPET,78.501259,17.357061,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671162,"Syed Fasi uddin  17-2-1135/B, REIN BAZAR,  MALAKPET",78.499048,17.356811,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671166,"Ahmed Ali  17-3-3/1/381, AZMATH NAGAR",78.493468,17.356488,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671167,Raja Sree  17-3-789 YAKUTPURA,78.487447,17.360039,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671168,THAKUR JAWAHAR SINGH  17-3-627 CHUNNEKI BATTI,78.488560,17.360316,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671169,BEDERWA RAJENDAR  17-3-86/1&2 RAIN BAZAR,78.496097,17.357243,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671171,"Mohd Azam  17-3-527/5, BADA BAZAR",78.486363,17.361610,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671172,KUTADI MINA KUMAR  16-1-311/2RT SAIDABAD COLONY,78.508705,17.359963,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671174,"M KRISHNA RAO  17-3-821/822, YAKUTPURA",78.490178,17.361704,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671176,"Ahmed Ali  17-3A-124/1, YAKUTPURA",78.493500,17.356542,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671177,"KANNA BOHENI BHAGYALATHA  17-3-792, YAKUTPURA",78.490124,17.361699,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671180,"Faheem Fatima  17-4-537/1, DABEERPURA",78.490291,17.365221,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671181,"B.Renuka  17-5-364, DABEERPURA",78.487398,17.363502,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671183,"D. Nagaraj  17-7-835, YAKUTPURA",78.489130,17.361642,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671185,"Mohd Noorul Meraj  17-8-415/A/2, BAGH-E-JAHANARA",78.494156,17.362933,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671186,"SHAIK OSMAN  17-8-114/1, CHILKALGUDA",78.496211,17.364920,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671187,SIRUGUMALLA PUSHPA RANI  17-9-663 CHOWNI CHANCHALGUDA,78.497800,17.364010,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671189,"Priyadarshini  16-11-405/10, MOOSARAMBAGH",78.517377,17.372443,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671192,"AMARLAPUDI UDAY BHASKAR  17-1-391/V/32, SAIDABAD",78.518788,17.355985,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671193,A. Radhika  17-1-391 SUBRAHMANYAM NAGAR,78.515124,17.355256,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671194,"D PADMA  17-1-391/S/424, SINGARENI COLONY",78.521568,17.352536,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671195,"RACHURI RADHA  16-2-37, ASMANGADH",78.517656,17.363832,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671196,"Kamal chand Gupta  17-1-182/S/30/A, MADANAPET",78.495158,17.372487,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671198,"MAHASETTY KAVITHA  18/111, CHAITANYAPURI, KAMALANAGAR",78.533062,17.366487,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671199,"M Tejaswini  19-64/A, V V NAGAR",78.530172,17.361662,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671201,"V. Padmavathi  17-1-375/27/B, KHELANDER NAGAR",78.505083,17.346553,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671202,"AYESHA SULTANA  17-1-30/57/3, NEHRU NAGAR, HYDERABAD",78.498086,17.352179,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671203,"ARCHANA  16-9-906, MALAKPET HYD",78.498848,17.381672,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671204,"TULASI PADMA  16-10-1/3, MCH COLONY",78.503975,17.375713,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671205,"PABBA RAMANAMMA  16-1-24/C/9/A, SAIDABAD",78.510893,17.359671,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671206,"Vadthya Vasntha  16-11-511,D/76  MOOSARAMBAGH, HYD",78.522314,17.373512,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536071,Malakpet-1,1671208,"K. Bhagya Latha  17-1-391/2/29, VISHNUNAGAR",78.515145,17.357248,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672002,"Mohd Irfan  18-8-271/12/B, Riyasath nagar",,,Active,kerosene Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672036,1672036  Not Available,,,Active,kerosene Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672202,"D. Gayathri bai  22-2-853, Noor Khan Bazar",78.488057,17.371046,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672204,"Mohd Raheem Uddin  16-6-536, KATTELAMANDI",78.488125,17.374338,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672205,"Jain Yashoda  16-6-193/2,KATTELAMANDI",78.489334,17.375414,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672206,"Bajranglal Jakhotia  22-1-246,KALIKHABAR",78.486809,17.376636,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672207,"B Satish Kumar  22-1-521,KALIKHABAR",78.488207,17.374953,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672208,"M. Sudha  18-1-292/47/3, SHIVAJI NAGAR",78.487612,17.339164,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672211,"Sakilam Venkata Ramana  22-2-138, KOMATWADI",78.487861,17.370196,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672212,"C.Srinivas  22-2-168,KOMATWADI",78.488020,17.370277,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672213,"Nenavath Gemiya Naik  18-1-292/47/B/22, SHIVAJI NAGAR",78.487139,17.339770,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672214,"K. Gyaneshwari  18-1-292/A/18,PARVATHI NAGAR",78.480434,17.338769,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672215,"Mohd Afsar Pasha  22-4-258, ALIJAH KOTLA",78.490702,17.354162,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672216,"Mohammed Yousuf Uddin  18-13-17/A/10/1/B,BANDLAGUDA",78.468882,17.315287,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672219,"Laxmi Narayana Biyani  22-4-538, ALIJAH KOTLA",78.482018,17.360344,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672222,"Preeti  22-5-620/A,ALIJAH KOTLA",78.478311,17.361786,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672223,"Preeti  22-5-479, PUNJESHA",78.478287,17.361873,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672225,"Alija kotla Society  18-7-198/B/6/A, Aman Nagar",78.483094,17.355154,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672227,"Mula Praveen Kumar  22-8-453, PURANI HAVELI",78.488027,17.370972,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672228,"Anitha P  22-5-856, Sadar Mahal",78.485075,17.348186,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672229,"K. ANNAPOORNA  18-1-29/47/A/16/A,UPPUGUDA",78.486463,17.336612,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672231,"K Gopala Krishna  23-2-114/B/2,MOGHAL PURA",78.476534,17.354347,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672233,"Ranga Dharmender Kumar  23-3-466, GOWLI PURA",78.480160,17.351434,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672234,"D Sharada  23-4-329,GOWLI PURA",78.488857,17.341593,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672236,"Vidya Sagar  23-4-695,SULTAN SHAHI",78.482630,17.339132,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672238,"P Soundarya  18-6-623/1, LAL DARWAZA",78.473565,17.349130,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672239,"J B Suma Latha  23-5-758,LAL DARWAZA",78.473968,17.345369,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672240,"S Shoba Rani  23-5-1101,GOWLI PURA",78.478322,17.349572,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672242,"Gaddam Kamala  23-6-74/52,GOWLI PURA",78.476324,17.350429,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672243,"Shetty Sree Latha  23-2-593/2,HARIBOWLI",78.476491,17.354428,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672244,"V.Gopal  18-12-418/7a/a, Hafeez baba Nagar",78.491800,17.322286,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672245,"Santi Bal Raj  18-8-297/16,TANAJI NAGAR UPPUGUDA",78.492487,17.338943,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672248,"J Ramesh  18-2-138/4/A,JANGAMMET",78.472542,17.333045,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672250,"K. Ramakrishna  18-2-342,JANGAMMET",78.469668,0.283333,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672251,"Koriginja Sujatha  18-2-654/3,JANGAMMET",78.472139,17.334733,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672252,"Paga Ganesh Rao  18-3-563/5,LAL DARWAZA",78.475510,17.345211,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672253,"M  Shashikala  18-4-181/B,ALIABAD",78.471539,17.341548,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672254,"Pilli Sudershan  18-4-742,ALIABAD",78.472137,17.342888,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672255,Akula Kishore Kumar  18-5-97 MEKALA BANDA,78.473930,17.345368,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672256,"K Gopala Krishna  18-2-739/1,HARIBOWLI",78.476524,17.354342,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672259,"PRASHANTH  18-6-457/A, Maqdoompura",78.477801,17.345604,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672260,Myle Saraswathi  Not Available,78.475611,17.338750,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672261,"Mamidi Venkat Kumar  18-7-466, Ambica Nagar",78.480725,17.345164,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672262,Brother wood Co-Operative society  Not Available,78.483046,17.355670,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672266,"Mohammed Ghouse  18-7-527, Kandikalgate",78.480322,17.335020,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672267,"Gouri Shetty Vishwanatham  18-7-466/20, Uppuguda",78.482574,17.343071,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672268,"B Sujatha  18-7-466/1/d, Hanuman Nagar",78.480185,17.344920,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672269,"Parki Prabhakar  18-8-224/11/ARAJA NARSIMHA COLONY, RIYASATH NAGAR",78.499089,17.339727,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672270,"Lalitha Co-op store Itd  18-8-225/10,RAJA NARSIMHA COLONY, RIYASATH NAGAR",78.497905,17.340277,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672271,"Vishwanatham Srisailam  18-8-33 & 34,BHANNAKA, EDI BAZAR",78.496449,17.349734,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672272,"Dharavath Ramkoti  18-8-412/A, UPPUGUDA",78.485665,17.342702,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672273,"Arra Jagadishwar  18-8-395/6,UPPUGUDA",78.484491,17.342360,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672275,"Kalakond Narsimha  18-1-337/A/16/A,SAI BABA NAGAR",78.488860,17.337331,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672276,"Jyothi Dhar Sing  18-9-313/1, Chandrayanagutta",78.481172,17.325757,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672277,"Gautam Chand Jain  18-2-39/3/C,CHANDYANGUTTA",78.480132,17.329355,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672278,"Malkedkar Mohan Jee  18-10-38/f/17/a/1,BARKAS",78.488003,17.323975,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672279,"Mohammed Bin Mubarak  18-10-35/1/A, BARKAS",78.482362,17.318447,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672280,"Mohd Altaf  18-11-38/1,BARKAS",78.482382,17.318467,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672282,"Sogra Begum  18-11-420,BARKAS",78.482821,17.317062,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672283,"Batchu Srinivas Rao  18-8-223/120/A/9,RAKSHAPURAM COLONY",78.497189,17.337804,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672284,"Myle Kiran Kumar  18-13-6/72,BANDLAGUDA",78.472763,17.323265,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672285,B Srilatha  Not Available,78.486289,17.346257,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672288,"T Archana  18-12-419/A/124, Hafez baba nagar",78.492617,17.324255,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672289,"T Kiran  18-7-425/2,TALABKATTA, BHAVANI NAGAR",78.483730,17.352636,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672292,"Chilumkoti Chandrashekar  18-3-463/1,JANGAMMET",78.473406,17.338252,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672294,"Akhtar Sultana  18-7-423/A/957/1,TALABKATTA, BHAVANI NAGAR",78.485616,17.352203,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672295,"Surishetty Mahesh Kumar  18-7-614/3/1,UPPUGUDA",78.481523,17.343580,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672296,"Brother wood Co-Operative society  18-7-425/216/1,TALABKATTA, BHAVANI NAGAR",78.483194,17.355759,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672297,"Nasreen Aziz  18-7-423/a/38,TALABKATTA, BHAVANI NAGAR",78.486639,17.354561,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672298,"K Padma  18-7-739/32/a,UPPUGUDA",78.481323,17.344477,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672299,"Tahera Begum  18-7-299/123/8,AMAN NAGAR, RANGELI KHIDKI",78.485785,17.356813,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672300,"A.RADHIKA  18-8-224/5/69,RAJ NARSIMHA COLONY, RIYASATH NAGAR",78.497572,17.339550,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672301,"Curukundhi Bheema Jagadish Chandran  18-8-253/141,JAMAL COLONY, MOIN BAGH",78.496723,17.343381,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672302,"B Jyothi  18-8-278/46/1,RAKSHPURAM COLONY",78.490675,17.337889,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672303,"S Prashanthi  18-8-589/37,EDI BAZAR",78.492547,17.351912,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672304,"Surekha Kommirshetty  18-8-224/5/326,RAJ NARSIMHA COLONY, RIYASATH NAGAR",78.496739,17.339166,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672305,"Madhukar Rao  18-8-476/41, Rakshapuram Colocny",78.488912,17.337262,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672306,"Anees Fatima  18-10-7,BARKAS",78.481988,17.320377,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672307,Vadithya Munnilal Naik  18-13-17/A/10/32 BANDLAGUDA,78.469912,17.314440,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672308,"Azher Ayesha  18-12-418/10/B/21,HAFEZ BABA NAGAR",78.491662,17.330394,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672315,D3315  Yakathpura,78.491625,17.330348,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672316,D3316  Yakathpura,78.481575,17.341702,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672317,D3317  Yakathpura,78.468894,17.315288,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672318,D3318  Yakathpura,78.470087,17.314724,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536072,Yakutpura-2,1672319,D3319  Yakathpura,78.491809,17.322206,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673301,"RATAN SINGH  13-6-437/10/A, Khadeer bagh, Hyd",78.429320,17.388246,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673302,"ASHOK KUMAR JAIN  13-5-300/1, Karwan, Hyd",78.443160,17.372970,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673303,"D. Ganesh  13-6-251/5/9, Jaffer guda, Karwan",78.437773,17.378964,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673304,"G Srinivas  13-6-840,Ramsingh pura, Karwan",78.441366,17.377091,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673305,"M.PRAKASH  13-6-346, Ramsinghpura, Hyd",78.457728,17.365286,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673306,"A. ANIL KUMAR  13-6-347/4, Karwan, Hyd",78.437921,17.375495,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673307,"Pasupu Bharathi Devi  13-5-158/82/B, Karwan, Hyd",78.446360,17.377991,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673308,"P. Rekha  13-5-580/5/1, Karwan, Hyd",78.447326,17.378560,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673309,"N. Surender Singh  13-4-62, Karwan, Hyd",78.445794,17.373748,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673310,"M. SURESH  13-4-750/12, Sabjimandi, Karwan",78.443898,17.371929,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673311,"M. Dwarka Das  19-5-17/A/28/A & 3 Badhurapura, Kishanbagh",78.449098,17.358625,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673312,"Shoba Sharma  13-5-832/11, Sabjimandi, Mustaid",78.447544,17.373924,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673313,"M. MAHESHWARI  13-4-527/A/4, Sabjimandi, Hyd",78.449748,17.371403,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673314,"V. SUDARSHAN  13-3-690/24/1, Indira Nagar, Jiyaguda, Hyd",78.449658,17.369402,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673315,"D. NAGAMANI  13-3-594/2, Jiyaguda, Hyd",78.454090,17.368030,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673316,"PADAM  KUMAR  13-3-506/38/3, Imampura, Hyd",78.449999,17.364151,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673317,"K Anand  13-3-1103/27, Jiyaguda, Hyd",78.449103,17.369360,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673318,"Md. Bala Krishna  13-3-652/16/A, Jiyaguda,Hyd",78.452305,17.366564,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673319,"J. MANJULA DEVI  13-3-600/A/7, Jiyaguda, Hyd",78.454819,17.369153,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673320,"R. CHANDRA SHEKAR  13-3-614/B/1, Iqbalgunj, Pooranapool, Hyd",78.456689,17.368638,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
536,Hyderabad,536073,Charminar-3,1673321,"Ankam Laxmi Bai  13-2-142, Jiyaguda, Hyd",78.455104,17.370886,Active,Normal Shop,2025-07-03 14:43:55.520347+05:30
