distCode,distName,officeCode,officeName,shopNo,month,year,noOfRcs,noOfTrans,riceAfsc,riceFsc,riceAap,wheat,sugar,rgdal,kerosene,totalAmount,salt,otherShopTransCnt
532,Adilabad,532001,Talamadugu,1901001,12,2023,979,980,1365.0,17835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
532,Adilabad,532001,Talamadugu,1901002,12,2023,514,514,665.0,9797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
532,Adilabad,532001,Talamadugu,1901003,12,2023,269,270,560.0,4950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
532,Adilabad,532001,Talamadugu,1901004,12,2023,358,359,490.0,7072.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15
532,Adilabad,532001,Talamadugu,1901005,12,2023,909,909,5390.0,15894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
532,Adilabad,532001,Talamadugu,1901006,12,2023,490,492,1295.0,8528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
532,Adilabad,532001,Talamadugu,1901007,12,2023,482,491,385.0,8616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
532,Adilabad,532001,Talamadugu,1901008,12,2023,343,344,2275.0,5526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
532,Adilabad,532001,Talamadugu,1901009,12,2023,319,319,770.0,6714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
532,Adilabad,532001,Talamadugu,1901010,12,2023,868,873,4095.0,15900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
532,Adilabad,532001,Talamadugu,1901011,12,2023,484,484,280.0,9201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
532,Adilabad,532001,Talamadugu,1901012,12,2023,828,830,980.0,15789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116
532,Adilabad,532001,Talamadugu,1901013,12,2023,432,433,801.0,7956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
532,Adilabad,532001,Talamadugu,1901014,12,2023,166,166,315.0,3042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
532,Adilabad,532001,Talamadugu,1901015,12,2023,343,343,2065.0,5274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
532,Adilabad,532001,Talamadugu,1901016,12,2023,790,791,1855.0,15612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
532,Adilabad,532002,Tamsi,1902001,12,2023,736,737,1855.0,12677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
532,Adilabad,532002,Tamsi,1902002,12,2023,432,432,1209.0,8838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
532,Adilabad,532002,Tamsi,1902003,12,2023,320,322,770.0,5760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
532,Adilabad,532002,Tamsi,1902004,12,2023,233,233,385.0,3947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
